ensembl_gene_id_version	entrezgene_id	description	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000170379.20	285966	TRPM8 channel associated factor 2 [Source:HGNC Symbol;Acc:HGNC:26878]	TCAF2	165.648096915437	1.62718	0.0813880409233474	-19.9928665092952	6.35387226413095e-89	3.08275762539491e-86
ENSG00000125869.10	24141	lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]	LAMP5	208.400351393571	-1.55692	0.0780578130705645	19.9457232057074	1.63271939550921e-88	7.74938316568535e-86
ENSG00000155511.18	2890	glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]	GRIA1	168.459812514818	2.41308	0.121439216935603	-19.8706918680379	7.2989937305165e-88	3.39061553443333e-85
ENSG00000092820.18	7430	ezrin [Source:HGNC Symbol;Acc:HGNC:12691]	EZR	448.696637453551	1.3057	0.0660136090985013	-19.7792425738136	4.49389731121659e-87	2.04406791657899e-84
ENSG00000128342.5	3976	LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]	LIF	146.216538929809	1.88539	0.0953283211139964	-19.7778610271196	4.61870708533585e-87	2.05796391416607e-84
ENSG00000013810.19	10460	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	TACC3	3071.99508224207	1.05791	0.0537190957398977	-19.6932910688981	2.4616454186841e-86	1.0749020885226e-83
ENSG00000109107.14	230	aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]	ALDOC	94.0503337723674	1.92503	0.0978540756742259	-19.6724316838824	3.71529005485186e-86	1.59050838759962e-83
ENSG00000117152.13	5999	regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]	RGS4	80.7724909170166	3.41013	0.173724152299957	-19.6295429890586	8.64891009616191e-86	3.6313779640289e-83
ENSG00000130517.14	54858	pyroglutamyl-peptidase I [Source:HGNC Symbol;Acc:HGNC:13568]	PGPEP1	744.049628533116	0.887895	0.0455438282619961	-19.495396032233	1.20121181168519e-84	4.94831273292882e-82
ENSG00000142871.17	3491	cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]	CCN1	339.742230112518	1.56762	0.0806154015195843	-19.4456896839636	3.16983673065e-84	1.28161195074595e-81
ENSG00000144711.16	9922	IQ motif and Sec7 domain 1 [Source:HGNC Symbol;Acc:HGNC:29112]	IQSEC1	192.606621210383	1.63223	0.0847232664020082	-19.2654859376188	1.04678180757537e-82	4.15534312814419e-80
ENSG00000117394.23	6513	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]	SLC2A1	1187.72553642349	0.970151	0.0505314803870753	-19.1989394369626	3.77725919736028e-82	1.47265892957084e-79
ENSG00000079308.19	7145	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	TNS1	216.542418776416	1.2541	0.0654053859663585	-19.174270132816	6.07145160080377e-82	2.32557899649734e-79
ENSG00000075426.12	2355	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	FOSL2	486.716684710338	1.07169	0.0561705365993977	-19.0791658610108	3.7621504804894e-81	1.41619019725043e-78
ENSG00000118898.16	5493	periplakin [Source:HGNC Symbol;Acc:HGNC:9273]	PPL	41.6175825357274	3.50296	0.184955135078772	-18.9394879925796	5.39188840766246e-80	1.99527287465245e-77
ENSG00000087074.8	23645	protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]	PPP1R15A	270.164737619363	1.43572	0.0758721446496985	-18.9228630237705	7.39274582586771e-80	2.69009699360283e-77
ENSG00000170525.21	5209	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]	PFKFB3	890.681817300039	1.00994	0.0536189100426888	-18.8354794412898	3.86610180053919e-79	1.38374755100282e-76
ENSG00000240764.3	56097	protocadherin gamma subfamily C, 5 [Source:HGNC Symbol;Acc:HGNC:8718]	PCDHGC5	527.564755926546	1.28463	0.0682421179054522	-18.8245480803242	4.75245672393182e-79	1.67355463957425e-76
ENSG00000162490.7	374946	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]	DRAXIN	414.68285636473	1.35747	0.0726424093440946	-18.6870462391206	6.31118423965746e-78	2.18717596038796e-75
ENSG00000245648.2	NA	novel transcript, antisense to KLRK1	AC022075.1	70.5669260343728	-2.40443	0.130002230084313	18.495313580247	2.25228185504504e-76	7.68344839706223e-74
ENSG00000112379.9	57221	ARFGEF family member 3 [Source:HGNC Symbol;Acc:HGNC:21213]	ARFGEF3	195.013501825731	1.38935	0.0751542519924375	-18.486672708508	2.64371934259486e-76	8.88004990874978e-74
ENSG00000135245.10	29923	hypoxia inducible lipid droplet associated [Source:HGNC Symbol;Acc:HGNC:28859]	HILPDA	223.81695332149	2.04656	0.110793674088565	-18.4717803337394	3.48402271998952e-76	1.15252527341714e-73
ENSG00000186918.14	55893	zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]	ZNF395	283.232214303014	1.11535	0.0605705141973273	-18.4140841626495	1.01288155800685e-75	3.30063329193487e-73
ENSG00000054356.14	5798	protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]	PTPRN	48.1684255160514	2.41445	0.131262309616797	-18.3940598606418	1.465812501679e-75	4.70633593369965e-73
ENSG00000167306.20	4645	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	MYO5B	739.366614718889	0.870531	0.0473592460718382	-18.3814472422595	1.84967387930556e-75	5.85274345027222e-73
ENSG00000124766.7	6659	SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]	SOX4	525.498293373612	-1.07328	0.0586863099318178	18.2884651762955	1.02253816720634e-74	3.18929654351657e-72
ENSG00000120875.9	1846	dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]	DUSP4	468.919731387198	0.929947	0.0508579642261763	-18.2851812418823	1.08601950808632e-74	3.33958646761249e-72
ENSG00000118785.14	6696	secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]	SPP1	346.057645463935	1.5455	0.0849260242479883	-18.1982419660327	5.3290773969078e-74	1.61596870564844e-71
ENSG00000134013.16	4017	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]	LOXL2	174.106889604498	1.34699	0.0740395958291449	-18.1928235982562	5.88298466215161e-74	1.75949594696926e-71
ENSG00000164741.15	10395	DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]	DLC1	269.536060176533	1.32749	0.0732940807910742	-18.1118210569547	2.57101066824875e-73	7.58552377295606e-71
ENSG00000129521.14	112399	egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol;Acc:HGNC:14661]	EGLN3	133.469251939934	1.85595	0.102733382050522	-18.0657093842967	5.93541019008574e-73	1.72783747573522e-70
ENSG00000198804.2	4512	mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]	MT-CO1	57267.0254751814	-0.860768	0.0484039925619788	17.782986274102	9.57418173346495e-71	2.75043565508869e-68
ENSG00000162981.14	151354	LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]	LRATD1	90.7417254800397	2.22076	0.125055210261448	-17.7582183601215	1.48886010482698e-70	4.2215951517776e-68
ENSG00000124762.13	1026	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]	CDKN1A	613.617144776855	1.31381	0.0740299388097177	-17.7470449859577	1.8166480155048e-70	5.08498411827131e-68
ENSG00000135363.12	4005	LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]	LMO2	241.954723076514	1.16394	0.065684084353613	-17.720239359496	2.92664450566505e-70	8.08828221420063e-68
ENSG00000124785.9	51299	neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]	NRN1	751.957169479993	1.41721	0.0803485070105452	-17.6383325885234	1.25098148366519e-69	3.41408484160777e-67
ENSG00000198840.2	4537	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]	MT-ND3	4306.74078845505	-1.01478	0.0580019058412889	17.4956711531544	1.54580726137872e-68	4.16661851082488e-66
ENSG00000116016.14	2034	endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]	EPAS1	509.561125647966	0.896704	0.0512728783970145	-17.4888537273377	1.74226450614135e-68	4.63888548324196e-66
ENSG00000142949.17	5792	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]	PTPRF	1058.7294601513	1.28807	0.0737417748103152	-17.4672385188147	2.5451919205002e-68	6.69508134943142e-66
ENSG00000185950.9	8660	insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]	IRS2	802.345760864354	0.7419	0.0425887692663252	-17.4200743783253	5.81015608471979e-68	1.51015640235342e-65
ENSG00000140873.16	170692	ADAM metallopeptidase with thrombospondin type 1 motif 18 [Source:HGNC Symbol;Acc:HGNC:17110]	ADAMTS18	106.559135554477	-1.71091	0.0987159654838085	17.3315994821105	2.71666866088158e-67	6.97800316153264e-65
ENSG00000114480.13	2632	1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]	GBE1	472.027233767691	1.31115	0.0759275511977841	-17.2683960329908	8.13727427325405e-67	2.0658268512553e-64
ENSG00000178035.12	3615	inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]	IMPDH2	1735.85187370282	-0.597998	0.03471507422385	17.2259009756337	1.69763539022974e-66	4.26028430745815e-64
ENSG00000136160.17	1910	endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]	EDNRB	1046.70864369165	-1.13148	0.0657764778718555	17.2019443160087	2.56769057418197e-66	6.37049867114943e-64
ENSG00000170485.17	4862	neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]	NPAS2	774.712698016818	0.931303	0.0541511947088612	-17.198201225487	2.73903176825643e-66	6.71924501082501e-64
ENSG00000137642.13	6653	sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]	SORL1	937.636464269069	0.808749	0.0473336041745774	-17.0861451080664	1.88211830958046e-65	4.56580989478558e-63
ENSG00000136010.14	160428	aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]	ALDH1L2	441.287692017242	-1.12013	0.065856074028898	17.0087491460451	7.07318443229805e-65	1.69702017264136e-62
ENSG00000067225.18	5315	pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]	PKM	15500.8588828825	0.645064	0.0380886062010462	-16.935876325876	2.44687163178429e-64	5.80679873225504e-62
ENSG00000059728.11	4084	MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]	MXD1	161.518746062447	1.26746	0.0753795177418212	-16.8143811651743	1.91481631383959e-63	4.49528866452257e-61
ENSG00000154734.15	9510	ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]	ADAMTS1	125.413730427481	1.453	0.0865180108727271	-16.794139241135	2.69384204416361e-63	6.25687801598128e-61
ENSG00000107159.13	768	carbonic anhydrase 9 [Source:HGNC Symbol;Acc:HGNC:1383]	CA9	76.1166710327907	1.69714	0.101118949742468	-16.7835669031529	3.21906583945899e-63	7.39809099714822e-61
ENSG00000165478.7	220296	hepatic and glial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:26361]	HEPACAM	49.2280813918915	4.43867	0.265116052918484	-16.7423672758403	6.43762568739283e-63	1.4640904336755e-60
ENSG00000026025.16	7431	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	VIM	36660.3692877871	0.615316	0.0368307938604726	-16.7065662291275	1.17404342859181e-62	2.64256599757164e-60
ENSG00000074527.12	59277	netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]	NTN4	69.1653927018976	-2.88407	0.173138381717447	16.6575818250943	2.66587087195636e-62	5.93917946402278e-60
ENSG00000072210.19	224	aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]	ALDH3A2	1452.28614298273	0.759365	0.0457240183529362	-16.607579413194	6.14221162199437e-62	1.35457481154549e-59
ENSG00000108852.14	4355	membrane palmitoylated protein 2 [Source:HGNC Symbol;Acc:HGNC:7220]	MPP2	328.393848175971	1.11584	0.0673272808670576	-16.5734308124449	1.08457255368e-61	2.36794725644954e-59
ENSG00000099194.6	6319	stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]	SCD	8682.34792094771	1.07001	0.0645717834088487	-16.5709246729863	1.13073547309477e-61	2.44429184000774e-59
ENSG00000124145.6	6385	syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]	SDC4	400.42377944309	0.928457	0.0562738647501458	-16.4989046001748	3.73608542745334e-61	7.99705422917537e-59
ENSG00000144655.15	64651	cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]	CSRNP1	125.094377197344	1.75659	0.108153699369101	-16.2416392825055	2.55990964357698e-59	5.42626283963264e-57
ENSG00000117115.13	11240	peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]	PADI2	43.653325465483	4.09228	0.25229521128565	-16.2201892949597	3.63074033184052e-59	7.62211092933405e-57
ENSG00000104635.14	23516	solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]	SLC39A14	598.31042201165	0.861011	0.0531913566832711	-16.1870533216437	6.22385210271438e-59	1.29414631389108e-56
ENSG00000103888.17	57214	cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]	CEMIP	177.959750147593	1.56851	0.0969562318969992	-16.1774756187137	7.27152018697617e-59	1.49772736077595e-56
ENSG00000144824.21	90102	pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]	PHLDB2	119.808849508492	-1.75255	0.108708006735271	16.1216630822548	1.79707201331733e-58	3.66686666044461e-56
ENSG00000141580.16	56270	WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]	WDR45B	1004.70813349246	0.573819	0.0356151466663006	-16.1116645035915	2.11259724454262e-58	4.27077181852768e-56
ENSG00000107819.13	81855	sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087]	SFXN3	509.337923321513	0.893358	0.0555083180421906	-16.0941304078695	2.80484560563074e-58	5.61818294566384e-56
ENSG00000168906.13	4144	methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]	MAT2A	2698.57754152022	-0.48494	0.0301568868709226	16.0805756627582	3.49119696519872e-58	6.92939121283488e-56
ENSG00000010278.14	928	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	CD9	2176.7131593872	0.654865	0.0407563897088167	-16.0677875668342	4.29131129334716e-58	8.44073869077915e-56
ENSG00000187957.8	92737	delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]	DNER	181.597708586928	1.69251	0.105903479354624	-15.98164649223	1.71554026156428e-57	3.34423129738686e-55
ENSG00000128641.19	4430	myosin IB [Source:HGNC Symbol;Acc:HGNC:7596]	MYO1B	74.2988305381415	2.33798	0.146505534982906	-15.9583192514342	2.49356433093978e-57	4.81787522454941e-55
ENSG00000183111.12	389337	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]	ARHGEF37	290.225741339481	1.10377	0.0693760263719158	-15.9099408999677	5.40645051342946e-57	1.03543012333075e-54
ENSG00000128285.4	2847	melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]	MCHR1	96.6522984988969	1.71281	0.108518469273546	-15.783587103548	4.03585316910747e-56	7.662154977489e-54
ENSG00000141526.16	9123	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]	SLC16A3	35.6667618797188	5.26946	0.33451260990272	-15.7526462876653	6.58663687690043e-56	1.23970726666696e-53
ENSG00000261115.6	100507421	transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112]	TMEM178B	462.65852159934	0.756825	0.0480754217051891	-15.7424482365309	7.73905547672585e-56	1.44416066857569e-53
ENSG00000058404.20	816	calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]	CAMK2B	169.98729253086	1.79841	0.114254190264245	-15.7404654068204	7.98541891093297e-56	1.47750551764745e-53
ENSG00000184792.16	23762	oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]	OSBP2	273.33274516921	1.15699	0.0737647668810694	-15.6849132899145	1.91824887458617e-55	3.51942249402016e-53
ENSG00000064655.19	2139	EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]	EYA2	194.922707394075	1.25683	0.0802508589362921	-15.6612391286534	2.78419310599705e-55	5.06560734026947e-53
ENSG00000228253.1	4509	mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415]	MT-ATP8	2358.61856656885	-0.928288	0.0592818011603852	15.6589076855694	2.88815058342839e-55	5.21132162710679e-53
ENSG00000038427.16	1462	versican [Source:HGNC Symbol;Acc:HGNC:2464]	VCAN	2495.32174296896	-0.750864	0.0480643701745859	15.622043451293	5.15273996962844e-55	9.22129276695882e-53
ENSG00000164970.15	203259	family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920]	FAM219A	163.244722483535	1.37974	0.088565829804724	-15.5787354904416	1.01543622129731e-54	1.8024405706979e-52
ENSG00000083444.17	5351	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]	PLOD1	1134.80893113806	0.957106	0.0615967809117261	-15.5382488983583	1.91134994978316e-54	3.3653631817432e-52
ENSG00000163947.11	50650	Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]	ARHGEF3	321.68677317509	1.16472	0.0750055819566107	-15.5284800450929	2.22593425526794e-54	3.88790580762119e-52
